danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,song_title,album,explicit,artists,added_at
0.359,0.214,11.0,-25.691,1.0,0.044,0.829,0.755,0.292,0.0924,154.953,audio_features,0lztEDe4prmNPrguU1B2X9,spotify:track:0lztEDe4prmNPrguU1B2X9,https://api.spotify.com/v1/tracks/0lztEDe4prmNPrguU1B2X9,https://api.spotify.com/v1/audio-analysis/0lztEDe4prmNPrguU1B2X9,235640,4.0,Shaker Loops: A Final Shaking,John Adams: Shaker Loops / Phrygian Gates For Solo Piano,False,"John Adams,Ensemble Modern,Sian Edwards",2017-08-29T02:55:52Z
0.181,0.166,1.0,-23.767,0.0,0.0404,0.988,0.909,0.0849,0.0366,172.341,audio_features,2DwXvdkQ8BrXrIwNnivHtv,spotify:track:2DwXvdkQ8BrXrIwNnivHtv,https://api.spotify.com/v1/tracks/2DwXvdkQ8BrXrIwNnivHtv,https://api.spotify.com/v1/audio-analysis/2DwXvdkQ8BrXrIwNnivHtv,1418160,3.0,Phrygian Gates,John Adams: Shaker Loops / Phrygian Gates For Solo Piano,False,"John Adams,Ensemble Modern",2017-08-29T02:55:52Z
0.474,0.346,2.0,-14.999,0.0,0.0593,0.86,0.0379,0.198,0.626,130.664,audio_features,0ZxGbamkyi7Hi1NnigohfO,spotify:track:0ZxGbamkyi7Hi1NnigohfO,https://api.spotify.com/v1/tracks/0ZxGbamkyi7Hi1NnigohfO,https://api.spotify.com/v1/audio-analysis/0ZxGbamkyi7Hi1NnigohfO,418226,4.0,Chamber Symphony: Mongrel Airs,John Adams: Shaker Loops / Phrygian Gates For Solo Piano,False,"John Adams,Ensemble Modern,Sian Edwards",2017-08-29T02:55:52Z
0.413,0.161,5.0,-23.849,1.0,0.0406,0.929,0.25,0.0944,0.164,125.706,audio_features,3TIBZgAn6qXiT6QES52G2s,spotify:track:3TIBZgAn6qXiT6QES52G2s,https://api.spotify.com/v1/tracks/3TIBZgAn6qXiT6QES52G2s,https://api.spotify.com/v1/audio-analysis/3TIBZgAn6qXiT6QES52G2s,484760,4.0,Chamber Symphony: Aria with Walking Bass,John Adams: Shaker Loops / Phrygian Gates For Solo Piano,False,"John Adams,Ensemble Modern,Sian Edwards",2017-08-29T02:55:52Z
0.485,0.455,11.0,-13.08,0.0,0.0848,0.869,0.129,0.589,0.687,157.559,audio_features,5EjKiyCxMd1LW9AxKnDuxs,spotify:track:5EjKiyCxMd1LW9AxKnDuxs,https://api.spotify.com/v1/tracks/5EjKiyCxMd1LW9AxKnDuxs,https://api.spotify.com/v1/audio-analysis/5EjKiyCxMd1LW9AxKnDuxs,332400,4.0,Chamber Symphony: Roadrunner,John Adams: Shaker Loops / Phrygian Gates For Solo Piano,False,"John Adams,Ensemble Modern,Sian Edwards",2017-08-29T02:55:52Z
0.484,0.145,10.0,-16.898,0.0,0.0291,0.816,0.0,0.229,0.387,90.12,audio_features,70xSLxbCLBQSxBtP46AuZq,spotify:track:70xSLxbCLBQSxBtP46AuZq,https://api.spotify.com/v1/tracks/70xSLxbCLBQSxBtP46AuZq,https://api.spotify.com/v1/audio-analysis/70xSLxbCLBQSxBtP46AuZq,224346,4.0,"No Soy De Aqui, Ni Soy De Alla",Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.678,0.259,2.0,-13.2,1.0,0.0439,0.85,0.0,0.0851,0.917,175.866,audio_features,2bn7LTgptoAOYS7IkHEMMw,spotify:track:2bn7LTgptoAOYS7IkHEMMw,https://api.spotify.com/v1/tracks/2bn7LTgptoAOYS7IkHEMMw,https://api.spotify.com/v1/audio-analysis/2bn7LTgptoAOYS7IkHEMMw,128933,3.0,Vuele Bajo,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.771,0.585,5.0,-11.422,1.0,0.0394,0.734,0.0,0.136,0.97,118.512,audio_features,7JBzwMLGTw0zocIB7MUhvW,spotify:track:7JBzwMLGTw0zocIB7MUhvW,https://api.spotify.com/v1/tracks/7JBzwMLGTw0zocIB7MUhvW,https://api.spotify.com/v1/audio-analysis/7JBzwMLGTw0zocIB7MUhvW,157400,4.0,Dale Dale Federico,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.897,0.452,7.0,-12.062,1.0,0.0615,0.762,0.0,0.0861,0.433,115.365,audio_features,28zRFhihkoQhgqV2oH1cHa,spotify:track:28zRFhihkoQhgqV2oH1cHa,https://api.spotify.com/v1/tracks/28zRFhihkoQhgqV2oH1cHa,https://api.spotify.com/v1/audio-analysis/28zRFhihkoQhgqV2oH1cHa,155013,4.0,"De Casa Al Trabajo, Del Trabajo A Casa",Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.496,0.389,0.0,-12.028,0.0,0.034,0.647,4.33e-06,0.111,0.71,105.737,audio_features,7EJxWFMotI4SzQpjDxL0dW,spotify:track:7EJxWFMotI4SzQpjDxL0dW,https://api.spotify.com/v1/tracks/7EJxWFMotI4SzQpjDxL0dW,https://api.spotify.com/v1/audio-analysis/7EJxWFMotI4SzQpjDxL0dW,158186,4.0,La Señora Moralina,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.606,0.339,3.0,-11.905,1.0,0.0279,0.747,0.000114,0.108,0.48,94.597,audio_features,5yXdmanG4YxmOdxjZI4kma,spotify:track:5yXdmanG4YxmOdxjZI4kma,https://api.spotify.com/v1/tracks/5yXdmanG4YxmOdxjZI4kma,https://api.spotify.com/v1/audio-analysis/5yXdmanG4YxmOdxjZI4kma,218546,3.0,Señora De Juan Fernandez,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.846,0.59,2.0,-10.775,1.0,0.0424,0.864,1.25e-05,0.312,0.872,119.438,audio_features,6ypyZtunmhoPskr34MpEAa,spotify:track:6ypyZtunmhoPskr34MpEAa,https://api.spotify.com/v1/tracks/6ypyZtunmhoPskr34MpEAa,https://api.spotify.com/v1/audio-analysis/6ypyZtunmhoPskr34MpEAa,168106,4.0,Matilda,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.696,0.378,7.0,-10.78,1.0,0.0397,0.857,0.0,0.0833,0.675,95.664,audio_features,1K4CvGAxSq1guQbzCf4E7h,spotify:track:1K4CvGAxSq1guQbzCf4E7h,https://api.spotify.com/v1/tracks/1K4CvGAxSq1guQbzCf4E7h,https://api.spotify.com/v1/audio-analysis/1K4CvGAxSq1guQbzCf4E7h,180920,4.0,El Lustrabotas,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.87,0.395,0.0,-11.943,0.0,0.0437,0.591,0.0,0.133,0.776,113.026,audio_features,75uYNqrbHRwJwI7Fb6uaGO,spotify:track:75uYNqrbHRwJwI7Fb6uaGO,https://api.spotify.com/v1/tracks/75uYNqrbHRwJwI7Fb6uaGO,https://api.spotify.com/v1/audio-analysis/75uYNqrbHRwJwI7Fb6uaGO,151960,3.0,Se Me Casa La Maria,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.719,0.31,9.0,-13.224,1.0,0.028,0.797,2.41e-06,0.0984,0.607,95.482,audio_features,7whTrk9dvtLLyluwgqYxV5,spotify:track:7whTrk9dvtLLyluwgqYxV5,https://api.spotify.com/v1/tracks/7whTrk9dvtLLyluwgqYxV5,https://api.spotify.com/v1/audio-analysis/7whTrk9dvtLLyluwgqYxV5,201613,3.0,Mimi La Vedette,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.811,0.39,7.0,-11.051,1.0,0.0354,0.638,0.0,0.0836,0.6,98.732,audio_features,6GrpIj4xEa0wYbL7kqlirO,spotify:track:6GrpIj4xEa0wYbL7kqlirO,https://api.spotify.com/v1/tracks/6GrpIj4xEa0wYbL7kqlirO,https://api.spotify.com/v1/audio-analysis/6GrpIj4xEa0wYbL7kqlirO,201240,4.0,El Canillita,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.455,0.191,4.0,-14.953,1.0,0.0312,0.728,0.0,0.214,0.795,177.952,audio_features,7bRxCsGuoX2nHAgdmTLBzE,spotify:track:7bRxCsGuoX2nHAgdmTLBzE,https://api.spotify.com/v1/tracks/7bRxCsGuoX2nHAgdmTLBzE,https://api.spotify.com/v1/audio-analysis/7bRxCsGuoX2nHAgdmTLBzE,139093,4.0,Al Ladron,Serie De Oro,False,Facundo Cabral,2017-08-22T00:51:54Z
0.553,0.818,6.0,-7.83,0.0,0.0683,0.605,1.19e-06,0.382,0.704,160.023,audio_features,4oA6CBLvS6dUfKpnMYjlTI,spotify:track:4oA6CBLvS6dUfKpnMYjlTI,https://api.spotify.com/v1/tracks/4oA6CBLvS6dUfKpnMYjlTI,https://api.spotify.com/v1/audio-analysis/4oA6CBLvS6dUfKpnMYjlTI,195520,3.0,El Activista,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.486,0.616,9.0,-6.401,1.0,0.0361,0.343,0.0,0.319,0.59,153.765,audio_features,0e3hEFlxgGfm9Za6vsmiiX,spotify:track:0e3hEFlxgGfm9Za6vsmiiX,https://api.spotify.com/v1/tracks/0e3hEFlxgGfm9Za6vsmiiX,https://api.spotify.com/v1/audio-analysis/0e3hEFlxgGfm9Za6vsmiiX,152906,3.0,Somos Nosotros,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.335,0.487,9.0,-9.114,1.0,0.0313,0.723,0.000386,0.138,0.271,140.627,audio_features,1JSfuAxXhDGoFP9TYeGBgC,spotify:track:1JSfuAxXhDGoFP9TYeGBgC,https://api.spotify.com/v1/tracks/1JSfuAxXhDGoFP9TYeGBgC,https://api.spotify.com/v1/audio-analysis/1JSfuAxXhDGoFP9TYeGBgC,241266,3.0,Cuarto Menguante,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.703,0.596,11.0,-6.57,0.0,0.113,0.418,0.0,0.0825,0.682,110.349,audio_features,4tqplakdZrLSZVjmc6UA8m,spotify:track:4tqplakdZrLSZVjmc6UA8m,https://api.spotify.com/v1/tracks/4tqplakdZrLSZVjmc6UA8m,https://api.spotify.com/v1/audio-analysis/4tqplakdZrLSZVjmc6UA8m,137453,4.0,Circo Criollo,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.708,0.576,11.0,-7.546,0.0,0.0999,0.253,0.0,0.0843,0.838,78.288,audio_features,4f6gDev4KIWRsjpvYmW1ah,spotify:track:4f6gDev4KIWRsjpvYmW1ah,https://api.spotify.com/v1/tracks/4f6gDev4KIWRsjpvYmW1ah,https://api.spotify.com/v1/audio-analysis/4f6gDev4KIWRsjpvYmW1ah,132040,3.0,Chacarera del Exilio,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.586,0.295,7.0,-10.84,1.0,0.0385,0.808,0.0,0.0853,0.393,127.153,audio_features,3EIZQzvZrWLUhKOoiOsibc,spotify:track:3EIZQzvZrWLUhKOoiOsibc,https://api.spotify.com/v1/tracks/3EIZQzvZrWLUhKOoiOsibc,https://api.spotify.com/v1/audio-analysis/3EIZQzvZrWLUhKOoiOsibc,273186,3.0,Zamba y Acuarela,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.56,0.625,7.0,-7.669,1.0,0.283,0.18,1.15e-06,0.115,0.722,174.482,audio_features,61E3Dyt3FCzvDdy4hCmYzx,spotify:track:61E3Dyt3FCzvDdy4hCmYzx,https://api.spotify.com/v1/tracks/61E3Dyt3FCzvDdy4hCmYzx,https://api.spotify.com/v1/audio-analysis/61E3Dyt3FCzvDdy4hCmYzx,175413,3.0,Alma de Rezabaile,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.616,0.666,6.0,-7.655,0.0,0.0609,0.69,4.76e-06,0.383,0.775,88.005,audio_features,4LoBhDSZBUZzyobdi7b0UJ,spotify:track:4LoBhDSZBUZzyobdi7b0UJ,https://api.spotify.com/v1/tracks/4LoBhDSZBUZzyobdi7b0UJ,https://api.spotify.com/v1/audio-analysis/4LoBhDSZBUZzyobdi7b0UJ,242200,4.0,Solo Tus Ojos,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.762,0.456,8.0,-8.852,0.0,0.0521,0.277,0.000182,0.0427,0.849,130.983,audio_features,0VDpo1FgBxtuGSrn0zWth1,spotify:track:0VDpo1FgBxtuGSrn0zWth1,https://api.spotify.com/v1/tracks/0VDpo1FgBxtuGSrn0zWth1,https://api.spotify.com/v1/audio-analysis/0VDpo1FgBxtuGSrn0zWth1,313733,4.0,Como Danza la Esperanza,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.619,0.641,11.0,-7.469,0.0,0.0474,0.407,0.0,0.207,0.463,131.754,audio_features,1OAkLlcLFcrcp2hWpmzr6i,spotify:track:1OAkLlcLFcrcp2hWpmzr6i,https://api.spotify.com/v1/tracks/1OAkLlcLFcrcp2hWpmzr6i,https://api.spotify.com/v1/audio-analysis/1OAkLlcLFcrcp2hWpmzr6i,237373,3.0,Ayer Te Ví,Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.3,0.0942,9.0,-14.729,0.0,0.0455,0.768,0.0616,0.106,0.0781,77.23,audio_features,31Z471RsLztYMqiYJsLaL6,spotify:track:31Z471RsLztYMqiYJsLaL6,https://api.spotify.com/v1/tracks/31Z471RsLztYMqiYJsLaL6,https://api.spotify.com/v1/audio-analysis/31Z471RsLztYMqiYJsLaL6,433480,4.0,El Principio del Final [El Viaje el Lugar el Regreso],Grandes Exitos,False,Raly Barrionuevo,2017-08-21T23:23:41Z
0.782,0.737,2.0,-5.232,0.0,0.0909,0.567,1.21e-05,0.0711,0.91,95.958,audio_features,3aZOVw9YwNLvWSWfl2oxFF,spotify:track:3aZOVw9YwNLvWSWfl2oxFF,https://api.spotify.com/v1/tracks/3aZOVw9YwNLvWSWfl2oxFF,https://api.spotify.com/v1/audio-analysis/3aZOVw9YwNLvWSWfl2oxFF,225813,4.0,Tamborero de Michoacán,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.828,0.669,5.0,-6.645,0.0,0.0434,0.344,0.000289,0.057,0.972,96.207,audio_features,4qs1Zs4BY3BJe7ycmoYyZG,spotify:track:4qs1Zs4BY3BJe7ycmoYyZG,https://api.spotify.com/v1/tracks/4qs1Zs4BY3BJe7ycmoYyZG,https://api.spotify.com/v1/audio-analysis/4qs1Zs4BY3BJe7ycmoYyZG,273013,4.0,"Negra, Ron y Velas",La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.586,0.569,9.0,-6.672,0.0,0.223,0.516,1.69e-06,0.0819,0.964,197.742,audio_features,7uZNPdCFEb83MgwC2vbrAK,spotify:track:7uZNPdCFEb83MgwC2vbrAK,https://api.spotify.com/v1/tracks/7uZNPdCFEb83MgwC2vbrAK,https://api.spotify.com/v1/audio-analysis/7uZNPdCFEb83MgwC2vbrAK,213106,4.0,Yo Me Llamo Cumbia,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.585,0.53,4.0,-5.85,0.0,0.0673,0.562,5.81e-06,0.0779,0.921,151.336,audio_features,6JVBNU2t6mydr7j6qvRFe0,spotify:track:6JVBNU2t6mydr7j6qvRFe0,https://api.spotify.com/v1/tracks/6JVBNU2t6mydr7j6qvRFe0,https://api.spotify.com/v1/audio-analysis/6JVBNU2t6mydr7j6qvRFe0,189493,4.0,Juanita Bonita,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.648,0.658,10.0,-5.614,1.0,0.254,0.408,0.0,0.0691,0.964,175.191,audio_features,7H3QUkAQpCFuj5nTsqF1r5,spotify:track:7H3QUkAQpCFuj5nTsqF1r5,https://api.spotify.com/v1/tracks/7H3QUkAQpCFuj5nTsqF1r5,https://api.spotify.com/v1/audio-analysis/7H3QUkAQpCFuj5nTsqF1r5,203600,4.0,Kalamary,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.772,0.634,7.0,-5.782,0.0,0.0455,0.29,0.000419,0.0729,0.939,173.936,audio_features,7xG3stX6y1uIB2fSsZKNNn,spotify:track:7xG3stX6y1uIB2fSsZKNNn,https://api.spotify.com/v1/tracks/7xG3stX6y1uIB2fSsZKNNn,https://api.spotify.com/v1/audio-analysis/7xG3stX6y1uIB2fSsZKNNn,173480,4.0,Cumbia Sampuesana,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.795,0.644,0.0,-6.008,1.0,0.0574,0.554,0.00121,0.0355,0.954,98.292,audio_features,0v4tAlxElWe8c6UEYFImm7,spotify:track:0v4tAlxElWe8c6UEYFImm7,https://api.spotify.com/v1/tracks/0v4tAlxElWe8c6UEYFImm7,https://api.spotify.com/v1/audio-analysis/0v4tAlxElWe8c6UEYFImm7,210720,4.0,La Saporrita,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.74,0.683,10.0,-5.958,1.0,0.0831,0.448,0.0004,0.0918,0.808,93.386,audio_features,6qShDSTnl0NbxjPLXiczOW,spotify:track:6qShDSTnl0NbxjPLXiczOW,https://api.spotify.com/v1/tracks/6qShDSTnl0NbxjPLXiczOW,https://api.spotify.com/v1/audio-analysis/6qShDSTnl0NbxjPLXiczOW,157466,4.0,El Millo Se Modernizó,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.749,0.69,7.0,-5.934,0.0,0.0721,0.428,0.000342,0.0517,0.839,95.357,audio_features,5ZOA0mWKAeg26oof0NB9h9,spotify:track:5ZOA0mWKAeg26oof0NB9h9,https://api.spotify.com/v1/tracks/5ZOA0mWKAeg26oof0NB9h9,https://api.spotify.com/v1/audio-analysis/5ZOA0mWKAeg26oof0NB9h9,174040,4.0,Cumbia Candelosa,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.696,0.665,7.0,-4.913,0.0,0.0691,0.405,0.00636,0.267,0.814,93.222,audio_features,5FMKYNw3xFrRnoYwbPioFw,spotify:track:5FMKYNw3xFrRnoYwbPioFw,https://api.spotify.com/v1/tracks/5FMKYNw3xFrRnoYwbPioFw,https://api.spotify.com/v1/audio-analysis/5FMKYNw3xFrRnoYwbPioFw,180333,4.0,Borrachera,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.718,0.513,7.0,-7.093,0.0,0.127,0.45,4.13e-05,0.055,0.966,163.746,audio_features,4R40h8b1EGr7E4seQrKXlU,spotify:track:4R40h8b1EGr7E4seQrKXlU,https://api.spotify.com/v1/tracks/4R40h8b1EGr7E4seQrKXlU,https://api.spotify.com/v1/audio-analysis/4R40h8b1EGr7E4seQrKXlU,169946,4.0,Rito Esclavo,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.553,0.698,8.0,-5.423,1.0,0.153,0.447,2.78e-05,0.266,0.927,196.594,audio_features,1F8zu3B7xfzyyn07uUxiqC,spotify:track:1F8zu3B7xfzyyn07uUxiqC,https://api.spotify.com/v1/tracks/1F8zu3B7xfzyyn07uUxiqC,https://api.spotify.com/v1/audio-analysis/1F8zu3B7xfzyyn07uUxiqC,202560,4.0,Por Dios Que No,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.525,0.624,2.0,-6.345,0.0,0.0548,0.435,0.643,0.241,0.878,180.558,audio_features,3PKAHQY26pcNYN7UgZtjzy,spotify:track:3PKAHQY26pcNYN7UgZtjzy,https://api.spotify.com/v1/tracks/3PKAHQY26pcNYN7UgZtjzy,https://api.spotify.com/v1/audio-analysis/3PKAHQY26pcNYN7UgZtjzy,288960,4.0,Anacumbia,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.6,0.758,5.0,-5.699,1.0,0.135,0.544,0.000128,0.0221,0.951,199.328,audio_features,4d8m2g1QiReZWnASpwTBYn,spotify:track:4d8m2g1QiReZWnASpwTBYn,https://api.spotify.com/v1/tracks/4d8m2g1QiReZWnASpwTBYn,https://api.spotify.com/v1/audio-analysis/4d8m2g1QiReZWnASpwTBYn,172880,4.0,La Camisa Raya,La Rueda del Cumbion,False,La Delio Valdez,2017-08-19T23:54:54Z
0.578,0.2,2.0,-8.963,1.0,0.0677,0.928,3.71e-06,0.121,0.39,141.976,audio_features,71l747KWxSIlCOiKbtBokH,spotify:track:71l747KWxSIlCOiKbtBokH,https://api.spotify.com/v1/tracks/71l747KWxSIlCOiKbtBokH,https://api.spotify.com/v1/audio-analysis/71l747KWxSIlCOiKbtBokH,231733,4.0,Zamba de Abril,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.677,0.229,2.0,-8.51,0.0,0.108,0.842,0.0,0.0909,0.799,150.921,audio_features,1JULZedhpNjwByZilggGh0,spotify:track:1JULZedhpNjwByZilggGh0,https://api.spotify.com/v1/tracks/1JULZedhpNjwByZilggGh0,https://api.spotify.com/v1/audio-analysis/1JULZedhpNjwByZilggGh0,133973,3.0,Corazón Santiagueño,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.627,0.22,11.0,-8.465,0.0,0.111,0.921,0.0,0.0948,0.532,110.912,audio_features,0TrfhLKDrDYKi5JC7MOiCq,spotify:track:0TrfhLKDrDYKi5JC7MOiCq,https://api.spotify.com/v1/tracks/0TrfhLKDrDYKi5JC7MOiCq,https://api.spotify.com/v1/audio-analysis/0TrfhLKDrDYKi5JC7MOiCq,109400,3.0,Luna de Tartagal,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.542,0.0552,0.0,-12.512,1.0,0.0441,0.929,0.0,0.114,0.418,132.987,audio_features,2dguSHBK2BYRdgeZCGogqd,spotify:track:2dguSHBK2BYRdgeZCGogqd,https://api.spotify.com/v1/tracks/2dguSHBK2BYRdgeZCGogqd,https://api.spotify.com/v1/audio-analysis/2dguSHBK2BYRdgeZCGogqd,249613,3.0,De Mi Madre,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.762,0.228,2.0,-10.254,1.0,0.082,0.864,6.25e-06,0.11,0.737,81.256,audio_features,3myRW8fb6MNCCn2nrFwhOJ,spotify:track:3myRW8fb6MNCCn2nrFwhOJ,https://api.spotify.com/v1/tracks/3myRW8fb6MNCCn2nrFwhOJ,https://api.spotify.com/v1/audio-analysis/3myRW8fb6MNCCn2nrFwhOJ,130333,3.0,La Patrulla,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.393,0.19,2.0,-12.423,1.0,0.0341,0.9,3.36e-05,0.131,0.17,90.599,audio_features,1TuMqODGyPJ73rkRb7WzMu,spotify:track:1TuMqODGyPJ73rkRb7WzMu,https://api.spotify.com/v1/tracks/1TuMqODGyPJ73rkRb7WzMu,https://api.spotify.com/v1/audio-analysis/1TuMqODGyPJ73rkRb7WzMu,208973,4.0,Marea del Estudiante,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.566,0.213,4.0,-9.673,1.0,0.0515,0.891,0.0,0.123,0.514,139.629,audio_features,2sWmevzv9Imd5Ay3MjfLW6,spotify:track:2sWmevzv9Imd5Ay3MjfLW6,https://api.spotify.com/v1/tracks/2sWmevzv9Imd5Ay3MjfLW6,https://api.spotify.com/v1/audio-analysis/2sWmevzv9Imd5Ay3MjfLW6,217933,3.0,Coplita de Amor,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.588,0.266,11.0,-7.639,0.0,0.0485,0.868,0.0,0.111,0.422,132.473,audio_features,1cfPAsQWbSKGkguHXcy0d9,spotify:track:1cfPAsQWbSKGkguHXcy0d9,https://api.spotify.com/v1/tracks/1cfPAsQWbSKGkguHXcy0d9,https://api.spotify.com/v1/audio-analysis/1cfPAsQWbSKGkguHXcy0d9,231066,1.0,De Alberdi,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.448,0.256,4.0,-10.114,1.0,0.0483,0.825,0.000147,0.198,0.226,159.293,audio_features,3KiykXV69ylBJBAqptNEej,spotify:track:3KiykXV69ylBJBAqptNEej,https://api.spotify.com/v1/tracks/3KiykXV69ylBJBAqptNEej,https://api.spotify.com/v1/audio-analysis/3KiykXV69ylBJBAqptNEej,248826,3.0,Vidala de la Copla,Chango,False,Raly Barrionuevo,2017-08-19T12:36:53Z
0.626,0.108,9.0,-15.027,1.0,0.048,0.832,0.0,0.111,0.195,139.379,audio_features,57SgdCgjbJlEH2yPhJUTFy,spotify:track:57SgdCgjbJlEH2yPhJUTFy,https://api.spotify.com/v1/tracks/57SgdCgjbJlEH2yPhJUTFy,https://api.spotify.com/v1/audio-analysis/57SgdCgjbJlEH2yPhJUTFy,259983,4.0,Compañera,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.738,0.137,0.0,-14.678,1.0,0.0368,0.852,0.0,0.0954,0.655,90.154,audio_features,3FuWICP3NZALha11MQ1Hq9,spotify:track:3FuWICP3NZALha11MQ1Hq9,https://api.spotify.com/v1/tracks/3FuWICP3NZALha11MQ1Hq9,https://api.spotify.com/v1/audio-analysis/3FuWICP3NZALha11MQ1Hq9,106658,4.0,Trova de Edgardo,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.711,0.103,6.0,-14.553,0.0,0.0424,0.691,0.0,0.105,0.321,98.918,audio_features,73BtnvKeen3sU1fv6Vr82h,spotify:track:73BtnvKeen3sU1fv6Vr82h,https://api.spotify.com/v1/tracks/73BtnvKeen3sU1fv6Vr82h,https://api.spotify.com/v1/audio-analysis/73BtnvKeen3sU1fv6Vr82h,170152,4.0,La Desilusión,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.66,0.14,7.0,-15.947,1.0,0.0595,0.885,0.0,0.0982,0.547,124.983,audio_features,6ATlbKj9xCME2tnTuVSg4d,spotify:track:6ATlbKj9xCME2tnTuVSg4d,https://api.spotify.com/v1/tracks/6ATlbKj9xCME2tnTuVSg4d,https://api.spotify.com/v1/audio-analysis/6ATlbKj9xCME2tnTuVSg4d,176165,5.0,Y Mariana,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.677,0.113,5.0,-17.905,1.0,0.0533,0.848,0.0,0.114,0.327,117.488,audio_features,0r0xZA29o8r8CsLARzhuUa,spotify:track:0r0xZA29o8r8CsLARzhuUa,https://api.spotify.com/v1/tracks/0r0xZA29o8r8CsLARzhuUa,https://api.spotify.com/v1/audio-analysis/0r0xZA29o8r8CsLARzhuUa,243218,3.0,Abracadabra,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.629,0.0518,2.0,-21.099,1.0,0.0417,0.893,7.4e-06,0.208,0.421,122.106,audio_features,5vYKComYCL4FbglCvpH5L1,spotify:track:5vYKComYCL4FbglCvpH5L1,https://api.spotify.com/v1/tracks/5vYKComYCL4FbglCvpH5L1,https://api.spotify.com/v1/audio-analysis/5vYKComYCL4FbglCvpH5L1,364325,4.0,Hombre,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
0.619,0.0331,9.0,-23.581,1.0,0.0529,0.801,1.16e-05,0.172,0.247,123.604,audio_features,3nDoEvwccrJgrwNspjQBoG,spotify:track:3nDoEvwccrJgrwNspjQBoG,https://api.spotify.com/v1/tracks/3nDoEvwccrJgrwNspjQBoG,https://api.spotify.com/v1/audio-analysis/3nDoEvwccrJgrwNspjQBoG,242925,4.0,Monólogo,Silvio,False,Silvio Rodríguez,2017-08-18T02:13:48Z
